date,commit,total_collabs
2017-09-01,a5013b09e166e0064afcec7f467f172d5f869ac9,847
2017-09-02,7e9f4408ef9100fb3c39909854c8554e40ba3b34,848
2017-09-05,7014780a63d943a84ffff0dd2696ae3a7413e709,848
2017-09-06,734db6691983d449b9e4f8f8239a2bd07b30cef5,848
2017-09-15,bb5e5ba633893fb5cc457a1a1d44a53166b3048e,844
2017-09-16,ed46a352ca38e63e17cdd01af82facdefedf185a,842
2017-09-18,8c353e5bf073521749bde408e39f9266af56678c,841
2017-09-19,34d71a9bc748e81feb335aa080ae4d47736ea306,841
2017-09-20,599785ca1aceb13b091ef1ca39234af7d8ca6b09,840
2017-09-21,24530a880e3545a050a9586c73a96660b44cfc30,841
2017-09-22,567232707e75ca010072d2837e006b41ea9a86a7,841
2017-09-23,f83ebbdda2f223a829356f33b69953ee42df1b80,837
2017-09-24,33656b048df2ce0acc9a44427cbbf511fddffe98,837
2017-09-25,8cba3d7d6d7aa916ade70af8afff3af8274ce4f1,830
2017-09-26,8e501c798c261c421c66059df3f440fbfcbf2b9a,828
2017-09-30,55b4205b2ca7472abc4bc16c73f6712ce4a7b83c,826
2017-10-01,7fd6211f71bd9fc84c239baeb9bd74f648e206fd,790
2017-10-02,9d1cfe67e9784a2ce82505c3b32f665943e054f9,452
2017-10-03,6c98900eda98eb8692536023924b38edf98dfc28,547
2017-10-04,6ea94eee2a724c769f92122fdb04318572545228,547
2017-10-05,ebee27a8bb695983e0a95280b1ba011f04292ef4,545
2017-10-09,2d75f3f7667e3ef1ed7cb828d041f97dfcc34b4c,548
2017-10-10,05f61650822f8dcb88172a4091f8fdd0fb2772a2,549
2017-10-11,8bc6888a497ce3dca90efc011e87946949985b7c,569
2017-10-12,ec1b5129588d087992d5170f4771189df53d1610,592
2017-10-13,02a1b884b101b932daaaea00749237a1b6e9ef04,603
2017-10-14,415028c828b6ba41182d95b0325e7dffe295d784,607
2017-10-15,712e40ac550a4affa3281a06ec958f390f017986,608
2017-10-17,63f80ed07cd8c0da125fc688267ae9580d07e42c,615
2017-10-18,233cfe40c1db4cb1a92fb2a9d9758f4b2cee4ab2,628
2017-10-19,a08f4568a30050aa9fd248dbfbd0b950bc7c325e,648
2017-10-20,6636862a66f2b13980cb31f1909bc689022df4ed,655
2017-10-21,101b6067fe98b3623120221ab46128157f3d1f54,664
2017-10-22,8556c18463b8a7a20b526efb084ac66090c11a08,665
2017-10-24,10e9df0f42ce070a62e443a89a8d6bc38ec5212b,670
2017-10-25,3b919d6c21c251fc5d8db895a1bd574363d8d151,688
2017-10-26,8d17ec5371f5b95ea6435d3c5a53cf5bad5e6df4,702
2017-10-27,43d4acd16bd2fc4a507339939c6953a1073ad7a8,709
2017-10-28,ce2442226ae05865114a83e8e5e7b128c7784730,708
2017-10-31,3cfea073872c44be06b91b8566fef3a2bea84ef0,715
2017-11-01,2bee3f17ddf5c5e6a7fab2fd8b1d4ee6ed06b3b8,714
2017-11-02,b5e4f7ecd49a1c698d682524060bb6d9f04bdcf7,723
2017-11-03,590f8ea0e0e1f0cdaa07bff3432a341a7ae22d24,726
2017-11-04,50dd7adf7c4700a46cdc4dc26d38d01c44caef44,728
2017-11-06,0dc1a67c8532da20ccbb5159f211429cf8128f44,727
2017-11-07,4849e6d2b5ce6bbd5b38efcec1a00fa78673a177,733
2017-11-08,0bcca0ade33961698325e2b71b9e31042059607d,752
2017-11-09,0510ff9dc6a0d5e8279b77e4fd5bd3594be77786,761
2017-11-10,bf002b21f81244666d667e19ee4fb7f1fca3f943,773
2017-11-11,332ce1202cfb84dcadf4bb706d34075b294d83eb,777
2017-11-14,6c68349f13aa8545f5e23ff0c1656d87f449a98c,777
2017-11-15,b4c8d125aba3e132a9e23451cf042f6f16cb50b4,784
2017-11-16,12859ccb082bf7f0a14a9cc91460ab86223c4195,788
2017-11-17,4d40eac34ea66705791309eacfec8ea270905eb9,793
2017-11-18,f698ad6d5349b629fd3b7c8c0fea7c0fc04bec0f,798
2017-11-19,23ca62e1559158209502e970f8e4b87c4ee0c4ad,800
2017-11-20,9923b4354e8ff70f04901c1408fc0f09292d4f11,798
2017-11-21,c480005a08a77ef74563399d8fc864b1dc8ae528,807
2017-11-22,edf56c255b4bd6d3e5af8d662e21bb85ec7fd6ee,810
2017-11-23,dd48a76522518348be2c07f75253d79b4185fa1a,814
2017-11-24,f8c5fc3c3cb29a2d1e0a8b9ba4603a2976c2b0d2,815
2017-11-27,73721d55b3ffe7f052bfbaf11fcbb62cf7fa12c0,813
2017-11-28,f20b253d4710a141db5996e55aad61c72549ec4c,815
2017-11-29,f159e815a508fd7937690742e048111dcc2e3fc9,815
2017-11-30,aa2c9bd1248b7a8278d8294c269d8ef7e1be8ba4,817
2017-12-01,718ae7b5ce36b577c6986336255c6fc4621aee12,813
2017-12-02,84d7116553081f116bae346ebc42a597dcf1a09f,816
2017-12-05,92986e3b27c7e4be357a6695ab4fed9b6eff459c,819
2017-12-06,cc5ff10d7310d974343d9ac111ef61da9185bd9d,821
2017-12-07,aaea49421bc76034955d8075d21bbd59eea7f012,825
2017-12-08,44e69a5776c59e6104e7d64aed95384fa9a4b63a,826
2017-12-09,490467fdc590bcf44e3c73862c9dace2a3745608,827
2017-12-11,b5151bca07620f61060af0b1dde594b2ee5a79fe,825
2017-12-12,582c081634f135e53ee8fe6d4ec79fd0d1ef3595,826
2017-12-15,a50fc43d4b34b0e815f95e80a5e42b6acb8817ef,828
2017-12-16,46620ea6245f900945fed749a879c7e568090728,820
2017-12-19,0ba29b9c04439f31d22e6398d1dee121fa25aac5,821
2017-12-20,551c874acbed92d7398d3c76b78fef344220651c,822
2017-12-22,807f7f4cc97c7ae5c3d4118296fb0a734b469a81,826
2017-12-23,7ce75b39d97188df9da85a6c5500863b7b5e264b,827
2017-12-27,9808dfee6b62e8b77b65f8c80ad79bf00ea3a375,830
2017-12-28,9fde987b0a96bb7791fecdcd22b9cbb9fa91d65d,831
2017-12-29,07e8d9d048cdf11de3fb5c4c24458d052253e326,832
2018-01-01,3ea0c80261fce92274702c63f96a5cf75c7cd9bd,824
2018-01-02,390c16f53d5e83aa4de6fe197e7dd308fab2a643,826
2018-01-03,37c06572f8ddd90e5c245a4761120677aec5af5d,827
2018-01-04,45149011b6ec4af7291e79d1214633c23bd9c0e8,828
2018-01-05,6e449bd72188c75e28f3175c58af480768fc5443,827
2018-01-06,f4e533882651240bbdbe6e0a0f27228cab7b3c6d,830
2018-01-09,fabbab98e2edfb8e1b896e9fd7533b43063127da,834
2018-01-31,51c68dc077d9bffb9cfe355f0a27642982862b76,862
2018-02-01,d2b0882c47f16a14b13e8c567e66e9c6e328e9e6,857
2018-02-02,7c1056f74f5ad556775dbd1897e8c2b30e38c6b1,859
2018-02-03,9666c2d05392e3b9c01f6dc5df563098e35ee522,862
2018-02-06,41fc01d1cc3eb6194044e02b8cb8314d235010de,863
2018-02-07,1664fd739104817d758f2e70e402a86090739aae,868
2018-02-08,ab16054ecbe20377ebd2f3556e47770681f3e1d1,871
2018-02-09,229cbc2ed65f85cbfd5ffa712593f460601e650e,872
2018-02-13,26572994e76daa04b3cb914f02de19ab85118759,877
2018-02-14,56836bbd7893ab80cf7c71622f73708353ddee6d,877
2018-02-15,86c5c8b56b66f8196e22db194861853e3e892a8f,879
2018-02-16,2aa71b844e23666fbd38d35f7f8f940f0e5d53d8,880
2018-02-17,fa301cffa9634e3b50e7534bf5c5921351850234,879
2018-02-21,783ef1966b270ed96780af0a8e5df4d04ee76c22,881
2018-02-22,82b98fcde9c6ae72ae3263a9255e712ad360c558,883
2018-02-23,04566eb4e2078031ea4c3fe28d2f21c8a098117b,886
2018-02-24,f23d42c39f59baf1171809aac56e7c1dfb8c77e1,886
2018-02-25,53474814297d23d43f7ef7a11695028e9ffe8aeb,887
2018-02-26,e47bfee172f006efa25491f89f47925ab8909e0c,886
2018-02-28,05b463a153ab9f1353407335af7d2f7bcd43da62,884
2018-03-01,3f215617d5532719ce27929036991d4148910749,876
2018-03-02,e87d128f5ed215ed6bfc63c463aa8d6f21fb153c,877
2018-03-07,128250bf194784e85ff306516b90f95aeeb1ba40,881
2018-03-08,5014a095ce531f7b52efa9d2ae98b47d7d35e6a0,884
2018-03-09,ff34e93df79d4fdaf41a70830d2ad962c7ed01eb,885
2018-03-10,37c5305d86bcf3bfcf9c415754fe40b98f963b58,883
2018-03-12,31826353610098d8255ab254772279c00bf14f20,883
2018-03-13,517e0c1a33b2ee536f76a1ef3d18dd52deb25ac3,883
2018-03-14,fb8bc8c9eee7cf699778234c413277c3b4b09ce5,885
2018-03-15,0344cbf75157f7019b845ff5d493c175a93f2f4f,887
2018-03-16,d1759c6dbf903eb97c6793d037d28a4451a94697,876
2018-03-17,d14724684aa99c76a9ba8acc20bf675edfac6429,879
2018-03-20,b28a6646fec824863f23545ae471013dd61bb939,879
2018-03-21,cc0d4cee8e541c8bdf4d1dc340c9190816ff2698,882
2018-03-27,28bd2746dca9e76461ce80660cf59adc107d267f,883
2018-03-28,dd9a38d464112722d1a9ec509d458e41cab55e6e,884
2018-03-30,34a6ec90c75fddf6fb1f86a6bc6bf1474d3c6f9b,885
2018-04-01,1cfeba262499dfa47382d24c9319bfd5af1be53c,882
2018-04-04,3c58706f9f152face2a21df3550ef0c545eeb2fa,884
2018-04-05,0c4131d715523cdad44a0d3ca1806873eaa0cda3,884
2018-04-06,42cea0ac3f261d36952a3bbe73dc9887f5f19a49,886
2018-04-07,744e1e8ad9807ac5f3cafab95ace578fb94f18e9,884
2018-04-08,4ca49474ba131998dadec9d16002f9bf94e29552,885
2018-04-10,4cd71eb71baf3ec4b0a88c4766ed73b84b0796c9,888
2018-04-11,ee7231664702e3e917151d2dfd9b51597bd287ed,889
2018-04-12,2f68079adb62e084749310b27f0bf861e1fe781b,888
2018-04-14,7176c4e56c833954103521559850e3167557c5c4,886
2018-04-18,14a71ba08cdf9d9d0896ebe894724082e612d326,887
2018-04-19,21ac7fcb62e5c9ae1a3014c4ccae174f2aca1274,890
2018-04-20,952ec399dd87a25fedbc25e4599b1c6777ec1f43,888
2018-04-21,86aeca643030741a4ab412701ef991ecbe2189e1,891
2018-04-23,0919ad559e34f6b85a63a1d738e662ae87b3baa5,890
2018-04-24,bdf4ae08e459b0b16297b9c99127428e6da124fb,891
2018-04-25,368e671bc8268c4be933643150818aeb927c56d4,893
2018-04-26,3f770e8de180f536ba404f0aed45c71aaadbebe2,892
2018-04-30,bfb5ecad621942eb5c03cc85324470d36a049cff,892
2018-05-01,74c66373550ccafd60acfc29427bdf3404061f88,888
2018-05-03,674ea37ebf129b36aae24f3b6bb997062c75ecd8,889
2018-05-04,7d007a32bb3e413057e044ef5ff285c9e1b9569b,891
2018-05-07,716a5ad11d50a21620148398a3b965294e387b8b,890
2018-05-08,021466b27471205e35178ace1a8368c878702d5e,891
2018-05-10,ad9bdd4cbba26614983a89890ad65fc8dd1df241,893
2018-05-15,7a60ce7f5173d7c8e21b4bf97fe5b769b3820773,895
2018-05-16,86a6e0a354d166c2e793ba0c8dda71f34937b9ca,896
2018-05-17,f0789257dbe6a6d6db8831b287ed33842b972a4d,898
2018-05-18,9756e5dcb63c12874b758e82c08c7921cca51084,898
2018-05-23,b2ff446fe0769b36733341c4a23975d347c35f42,900
2018-05-24,75114ddef86d805d73be21cc23c6f8bab20473e5,904
2018-05-25,06aa05ab704ea473044c596d9ac4c63810d5e737,904
2018-05-26,d72488f1ab302ccc86a3d40201921b9fda23fca7,903
2018-05-29,2f3ceff19a225c5c7e311c8ad510554a6a5fac8d,904
2018-05-30,65671844ac0b48e23dd8081cd47171166580c2cd,905
2018-05-31,fdad3bcaf9b0aaa1fc58b92a6179930a4c862b63,904
2018-06-01,b933ae2d8c3b4d2038412d203b646e562b297b4c,895
2018-06-02,fbfbc359b78f0f325340d3d17e6ecb9bad028a74,898
2018-06-04,25894c45e860d053c431817398128d07e78d68b7,897
2018-06-05,ebbc025c93804e12912e17dbe4065d908827dd55,898
2018-06-06,455a8926950934d336517bccf58589d289eb8c0f,898
2018-06-07,ce7c7d46f96c2179f33f2265df896e3bfab2cd6c,900
2018-06-08,6a2c591aaa0d660e04a68f888d75cfda305e5094,902
2018-06-09,b762bb0b3ce353358a08b9fe3f8504756f0ddb36,900
2018-06-10,dc03894f7953bf18e70de8b3d1e498ca119db09d,901
2018-06-11,b1d738c8bfe89791efe54a44821a85b66e8df172,900
2018-06-12,78bc860b7dbab3b9711d788eb30d555b0c178208,899
2018-06-13,1cc18c35ba4ee121426e39b5e2413375e37eee4b,901
2018-06-14,9eb1320ffc56846058804b1ff7f0b90441695877,900
2018-06-15,98dffb7e10f207bcad83c98b503e50dcddbf2169,899
2018-06-16,81b8f79b021106d2292991e7b04d55d24f74c85d,900
2018-06-18,83ab2aa96c91362bc3d2d8c387b295b2eb1abccf,899
2018-06-19,7ca334ac27de7121c96d834ccd13e3d1b44f06bd,900
2018-06-20,8e212f0134e4da160b6650d6b7469785672817d2,901
2018-06-21,f6448f8972e030b4f125f7cefe430c2fbb9ac495,901
2018-06-22,e22342b6c8c7b611375f42d7f72e6b2a8c5f0dc3,902
2018-06-26,c579121dd0adb0167c1e982138e53d3e6f3ede6e,901
2018-06-27,ef96eb7ed17ef330afcea77ec768cf4b8749a41b,901
2018-07-03,1d8f02216571954e54b81d6cfe5e18c9eea0b982,898
2018-07-04,84d4c4ac4b8eda3c55fbd0406221befda6935d43,898
2018-07-05,0d91ad7f9bf6bf221850fd4c5a1e160ae7baded5,900
2018-07-07,0479c2c2271cbb82529d9511ae077f8a9b93cd95,903
2018-07-11,a1e741cdc49a9721b3fe5f5a10c8dfc555c5ef1b,904
2018-07-12,054294ad7e635a8fa58b08a0d2a9f49b9a8e2c66,907
2018-07-13,3c96c9625a7870f9a8401d479e9ce44a06d828cc,908
2018-07-18,2d6dee53ba8edd6a5f856acd42eb8516eeaf650e,914
2018-07-19,e90f64d2cfb1bc984085c00a48f3dfee8a4776e3,903
2018-07-20,7f7177fcf07f4e28b0d52d68a708a4a2bb9cc540,902
2018-07-21,c2897fbe4a4530563eba25dd801cb061d1fe7910,905
2018-07-24,bfda48a330bae0728da45774f94420d96968d884,906
2018-07-25,820071ee1016659f9f68babfc3b20859ad7af985,908
2018-07-26,2f1e3a740c65494d9bc1f61c488c1ad5db4e7f2b,908
2018-07-27,ca89d5af53e65e2d3785473e34f852e377eb6605,907
2018-07-28,b84d063d1ce7e20429c148e635ecefe9921cafff,906
2018-07-31,981315e5694666f6eaec71950872b061dbab9b9d,903
2018-08-01,b07f39127bfa16f50d58d4c66cd9dbc0a12370d7,896
2018-08-02,bfcfdc59b70223e97fddb2df26d4c3e777e9377b,898
2018-08-04,1959fe91c3417532663c131b795ca5a067191bc9,897
2018-08-05,6ef26d2ad5a47ea7ce53ce9f5a6c554d0b103785,897
2018-08-06,c77ee973bf92dc2c428572d1220a7299eee972dd,896
2018-08-07,036d11722b994fa75349fa14966ff78763fe0aa7,895
2018-08-08,5bdefd168b980b5e1fcb929e3bc3592c2f89e2d4,895
2018-08-10,e365f48d7fb8cde743a92cdd0f7c77bd9a5e7af1,895
2018-08-11,c33c7f58b25fd9d39c414918a71dfb69d098fc80,894
2018-08-16,bb274932859696a7c3dba3f8cd5fe29b83ab21b2,893
2018-08-17,e7aca27d50a9b2cf50eee4cac2d99f5c999e86ba,894
2018-08-18,2d3d45e2bd6aadc1ed4482e9e9869d348ad1da1d,893
2018-08-19,6f1942fa3ca36b1f3370545d9e4858e757983342,892
2018-08-21,31e1174c443be284c0e2bfeb45c8cd2d7fc89ee2,891
2018-08-22,6364ab9063c6e6820ca58ceeadbee9328963de56,890
2018-08-25,60b9a79836f97420eb4b55401a8bb7907052477f,889
2018-08-27,3ff64b14f9f5fbb4cac33f52df2e2f78a699d038,888
2018-08-29,827dadfe22419109dcdbd162eda182908d1aa8a2,886
2018-08-31,2fadd936270bfc9b893d25e75da173bbd8d2de16,884
2018-09-01,13964f2be33b1391fb3f17ba0a6ccdd7e94fc644,882
2018-09-02,349a27c694813747f95a69c82c4219191b8caacd,887
2018-09-04,c46133361bbaa4d74378dd38fe029c798e8b7c9c,892
2018-09-05,a96a0b2acb167cd5f8c5153e696c3da235d7f18c,893
2018-09-06,8ffbd950f1ef6d6e386d5cf17d4df76ded3e1517,893
2018-09-07,0d7e335d9ddd534519f4129f863f94fa4751385e,894
2018-09-09,ebb1969a4674c192f29bf050a3d43ab34a591e45,893
2018-09-11,66bdbd8ba18a8037513841c9bc589aaa3ad987df,895
2018-09-12,700d9187c47bd22eabfc91eabe15f62bee3ccc1c,898
2018-09-14,fae3a61118c3766e3c1737bdf7b98b3df226d78a,900
2018-09-15,a5780c99da8f86867f269b81fa53bf26726c89b1,899
2018-09-16,b12f17ca05030af75feafac5f9f131c10438c6c4,900
2018-09-17,b0a3a941c634bf999ae47c1f64b7a5995f314326,899
2018-09-18,c8e99ecc47910d423a633788949c93f09b4364f7,900
2018-09-19,8293169d561ad143047eb1f4a20087de202f9aa3,900
2018-09-20,53f2b927400ec17865973ef62df3181230c06f5d,904
2018-09-21,60ff57364ded01bae629326716cc66c4b1c27f50,904
2018-09-24,fdaff1cb273cb4e3c6952e4adc08bcf4abe9e172,901
2018-09-25,bca1139628ca8e3a5cee060a4f42b403dfc1d784,902
2018-09-26,30634ca0cd420ca50f8c22cdf79be443683d12fa,903
2018-09-27,0ac48db4dc7dc5d645a1db2da43f201fc671a664,904
2018-10-01,6156bb8426b8defce5dab72a1cd5991d33c9bfc3,900
2018-10-02,0cc4e5ca33c0984cfa8ad0256317990941f8e65e,902
2018-10-03,1b0e596b56856784b7bb63566b2724924c1a52e9,904
2018-10-04,fd167a8f60a1ab477de231aa3802a6ec1ca2815d,905
2018-10-05,eea5418bdf8402faeb6fe2aabedd2d219272b224,906
2018-10-06,67275fd34e0e5913f1fa56236bbe41d4f55a95cb,907
2018-10-08,074a7fb443f3508b51d18ebcbb0a1bcc796b0a6a,906
2018-10-09,da37dd19441704c53eefd6a030a212c8c0f5a98a,907
2018-10-10,5c8b96ce5e865052f48fba7b28c55b4d62b74017,908
2018-10-11,2368f302cd4cd3a50cea0277d5c0a8db011d9362,909
2018-10-12,d78777bb87970ec2212d7b7df184ad551f4028d9,909
2018-10-15,05fa7cbd25b11a591425f6e56f753277f7f71a5e,908
2018-10-17,d0d2de5478a19b95137d3c5b861f77d5b895ae97,910
2018-10-18,7b9ea500eacd0d7c31c5f27a8023c99ec7e0357a,911
2018-10-19,03cfbe821fbf262a91747bce0a3995930f5cdde9,913
2018-10-20,397456e902f3aad04cabcfc7f4bd80cc81419837,910
2018-10-23,b46da4a623aa70aa972f268a6e9664b57aaaba06,910
2018-10-26,4d24281004934702e1664e8173cd7aa0da7c46d3,911
2018-10-30,efaf67374a33438d211b8e35d1b03ef555d69f98,912
2018-11-01,5668d53cadd121e009161daaccbdf92f0c002553,907
2018-11-02,1eec07f78de786ef8238f287643a8f806ebe2341,909
2018-11-04,2d0101dd511599239fd553015065b4b23f9dfc75,908
2018-11-06,c4a7f5924d3295087ffb8a48718b29a0595041e9,906
2018-11-07,01d07a3079d63af98742b2e33af45a65c838a4b2,908
2018-11-08,c745ca1e5b13ad901bdd3141a5c7b46a8a610e8b,910
2018-11-09,08edf6f0447c1a20aa3549d15b55ed329d19e755,909
2018-11-10,9695160d0e268864d622c8d2bcbb7fe734e20683,909
2018-11-12,45d19e9458ef1f8b02810e328a0d1cdb58a7a27f,910
2018-11-14,c7f43180d4ea197943369ee49888a914bf75eff8,911
2018-11-15,e4e414feee4606ff2bc93ce5ab9f1c7c6d9f4a8b,912
2018-11-17,1cd0544880d7023e15e9a0e34b7191d9d3277655,912
2018-11-18,17628c0f52ae11156a3b3681412b91c59ae21f97,910
2018-11-20,aa7c27183f52c1c51d8170170ebbe02effae1d11,908
2018-11-21,e782dd3ad1e4a48d94ef1597144c85236bb16ce4,909
2018-11-22,f344c972e779e84e8fb84c03bbc361c13c21af89,910
2018-11-28,ed5a06fa35b9c31f0ae587800f04829901a7bba5,911
2018-11-30,a70c73b5f67e5c9546031fa5c00d2b2054caffad,912
2018-12-01,465c425f6e993819521c8f779fb6445589a5d44d,909
2018-12-02,b5b8adb1ba18e1ec388ac86097d6446fd9e5dab9,910
2018-12-04,59bcf0cbc8bc6322272d80567c2baf6c87fe1fc1,911
2018-12-05,3937d84cea657b4172c2c010b1ad285648862513,918
2018-12-06,ec0e277f3976414a4ad2929c192122c2f2ec263b,921
2018-12-08,61926356fd2d1353d560a28c0a42c3f1f5861abe,921
2018-12-11,08f039dc73d7487ef817447a865282814cb22dbf,922
2018-12-12,66fc02852aa09cf0c80b9d5388f854826ad2f16a,924
2018-12-13,dccc22e93cc3b6e6dbb49a56e9cc1744b314c7fe,925
2018-12-15,06544cc584c00891adec8463d5ac2e9052b2915b,927
2018-12-16,53685c4082aacc85a9e7fca55ecda65d1af57398,926
2018-12-18,91362658664104b1768806c085e68dbd4c9b8aac,927
2018-12-19,94e551330d131909039db61fc708cb30908b8606,926
2018-12-21,868c7a0455c938939f4355217ca5695b2c8947a1,924
2018-12-29,db8617b4b6703da868d1fb062874ae5116928bc0,923
2018-12-31,eafe240851b2d3a18692fb108a4b847425fef668,922
2019-01-01,4365b8c291e7214a96b9df191f28f06133d85c2f,912
2019-01-02,7313e6e9812d644c2aa6b4ca0c06f1c4978f5a14,913
2019-01-03,c02e5d35ba17bb4f707beaca89fabfd738a8f8ee,914
2019-01-05,085937587e7834edf9c5802fa9b904df103db649,915
2019-01-08,e5fbf54d90c927d688ae3d811e1df415e23fa8a2,914
2019-01-09,a4ca204272fd0ede8d1d179854a7662dd7c96ad6,913
2019-01-10,12c1b24455c9cca16a43f40bb31d01003bb96979,912
2019-01-11,103e7474b56688293199bcb752d6aa0f517b24d6,912
2019-01-12,c9c51f51c2d8ac59a39dc22fce747a765c8ccf28,911
2019-01-15,567e3015471bdce5a8235541b58e2d85e5c95ce2,913
2019-01-16,1aa2e23b41ac9d0a2bd453181cdab1edaffef05f,915
2019-01-19,d296277945d4f5172cb9501bfcb6d42671e037e1,917
2019-01-22,f0d9ae3047422f4eedc231b63f43d5c12c2686dd,918
2019-01-23,4be02473819bb9d718832ffe9a2197ea83bb0b96,917
2019-01-26,17a97f12c426bc8975330ce8d9cff469b0526b73,917
2019-01-30,68acce797e0a2eaff0ba62baad4388856232d7df,918
2019-02-01,9c1294bac28c736e630a16d0183cc2bd89c370eb,912
2019-02-02,5dffa21c3e6d61349e6a109c234940abe3865ff0,914
2019-02-07,c51aac31da3994c30dd53a816957acdc2d673980,916
2019-02-09,8856aedab17dcb375c9c457b2d223a034a0301af,918
2019-02-10,83a2638d2adfbd91fff3e92f203d5842776dfd1f,917
2019-02-13,9397f9ba8439c95407eb3ed60ed8fc821c67e4f3,917
2019-02-15,3f24338745485f5953607af3cf3b420ca270760a,919
2019-02-16,a1b22d196755a959636e7dfc830b06a9b053afe9,920
2019-02-18,97d0b471be247b3159b993432a1819f821a5ad3e,919
2019-02-19,8db701199603ce2ed9c0a955824355d6b82fda7b,920
2019-02-20,6c4fd8fb4067657bb3b0621894b855c0b1a60f4e,922
2019-02-21,92723d1ebaa9fde8e0e5d47032d9ed99ac3f7b80,921
2019-02-24,07b72e208499a8b3f3c846811dc51532a2e214fc,920
2019-02-26,a8f6615ffcd432e13c1fcd0221884b10cbfec1b3,923
2019-03-01,b349a0ef1a809927f6a9c5c9cfe59c2915ba935d,923
2019-03-02,843f1528373c08db2cf49c62d7441e059651e999,926
2019-03-04,6aa82636f81ba5d4eac0687670c685665e69d486,925
2019-03-05,e90c98e2a9f2bdac90ad5c6c208faf89a65bfce8,920
2019-03-09,29b4d347ff60b39028efda218f18b59f79d0297f,919
2019-03-12,83699ee0aef3ce05fc0985ec3174b2f59d2c118f,920
2019-03-13,969b280b096ca0c165e57a65caa682c37db713ce,921
2019-03-15,79e5179770e2cc4338aebdff0f2bc34a61a570ff,922
2019-03-16,f9160223ec0f8ad614229c336da96cec46eac6ac,923
2019-03-19,e8eea3b6b9ff942cc8339973d2318e0cf113d409,925
2019-03-20,516ad427f470b49ab7589aa471eb4be8f8d8b579,929
2019-03-22,6c0e7c3899bca9b6a46cab06316c871cde1c253a,930
2019-03-26,ef096f3d5992d3b521ec412e69dfaa76e2d8e47d,931
2019-03-28,d5629081590c760ba57471ea8b4ee71b06f7f32a,932
2019-03-29,040d78013a06c4ec43c25e97f3d7ef834d195ff7,932
2019-03-30,bfe55c91c517ce5eac8cfdd6a119ca097c193006,931
2019-03-31,c31781b9878eabb9ef02f45fbe1a5c8196cf7d4d,932
2019-04-01,ea8a5beebf47e3c6d0bdb218503349b095b341c3,927
2019-04-02,2b3464333b7581f419d9a5a993cd9f6807b71e78,932
2019-04-03,c33397611f3aebcbb415ee5ef9092f5cd5e9ad98,934
2019-04-09,449a1c31c90657169a0f7ee2c8b22cfd177a1f87,935
2019-04-10,dd893f181948cee9180dfec8bfcda8cfdc740a53,936
2019-04-13,20e53a3d4224189a3c9e01ae81c44131a8ccf737,936
2019-04-16,7c81dddf9e1f3bc4cf34d9d9f81557ae4e1333d1,939
2019-04-18,34eef004ea44312a11bfc72f0078f07a96b31829,938
2019-04-19,d4ca973654583ade3d6e068446769deebfb7eeb6,940
2019-04-20,e21813bba3490285d1b67f115d710cda7a1fd744,940
2019-04-22,3cfe2caa84c7ec88e0ab6ecd1eaf0dc781dc17f1,939
2019-04-24,cee2e2a686b221b30398e0eba439d2133f3b6fd4,938
2019-04-25,cb60b68815e44c4b44c2e0fa663b320d5c978863,939
2019-04-27,e872cbbff7c21f86fe7e426ebe3e8ce448484bee,940
2019-04-30,8287a2601b876616cc26fa19121262b7f12bd76a,939
2019-05-01,2907be415ac7d92590f14c8c04b8a76ed9978335,933
2019-05-07,c9abe93750703eeba490b50cdeb93083a3247209,933
2019-05-08,e1396574c01ab562a6948128c8f1dae0434f3261,935
2019-05-09,3a6cc50e1bcd2dee79584a13d4f68c00e8d24127,934
2019-05-15,f6e7ec717b5ece104e05c3a19471cfd28d909168,935
2019-05-16,292af7f1977ec3cafdfc3ce5b3b020e3d6194a53,936
2019-05-18,a1b64950d9fae8806b1b25d4f5216c1cb31731f9,935
2019-05-19,b939169ec695caf2cf356ff638c1a20d8e3310bb,936
2019-05-21,d53d4a2d11eeac67a94679dc3b14c7db1f010abc,935
2019-05-23,8bb13e5472e24d1229e25e84f6af6059172f7686,935
2019-05-24,cb9af7bdd00d8aa0e513ed83eefb4e247c6c988a,935
2019-05-25,a8fa174f7a72df635df3ea4b4f3ca6190b59b844,934
2019-05-26,3e1db46a33169e3cb7550b139be84c52c9d39afc,933
2019-05-28,642862cd34cbd1b203fcd583889a68c0b7eb208b,934
2019-06-01,2412cd70d33b1f49d3cf1f8322ed2812e894cbf6,932
2019-06-03,9c4c742a9faaddc06d26bca091117f6a37b9b402,930
2019-06-04,4d412d1d7f56cda52a6e9ea65af49ac3e1d28b37,931
2019-06-05,bd66f6c744dd305545a7109eb54e13cb81e99eae,932
2019-06-08,14ca908824fb0fc9c4c4cc4a87ac03b2a757919b,930
2019-06-11,5f89b632bde647d5429b1e4705fe39bc20a0a1d2,932
2019-06-12,8feb6ccd8b95a9698f709a5c303a6e3f1298121a,933
2019-06-14,f841923cca3895d8776c6e762427202e284756cb,934
2019-06-15,882a39d6e987081bd549c1267b46f362ff3d5505,935
2019-06-16,546c5c21d213b10e710fb378e0cd763550756a4a,936
2019-06-20,294eda3094de8725aa6f48c9c3292ff2e66c7d1a,936
2019-06-22,9df3e5d593a6ca62aa2e2242b06c1c57c42f0829,936
2019-06-23,2776056a5ad320ab733969d75b61d9825169b539,935
